Index,Name,Ranking,Overview,School Type,Year Founded,Religious Affiliation,Academic Calendar,Setting,2019 Endowment,School Website,Info Page
153,Emory and Henry College,154,"Emory and Henry College is a private institution that was founded in 1836. It has a total undergraduate enrollment of 1,019, its setting is rural, and the campus size is 325 acres. It utilizes a semester-based academic calendar. Emory and Henry College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #154. Its tuition and fees are $35,100.","Private, Coed",1836.0,United Methodist,Semester,Rural,90700000.0,http://www.ehc.edu,https://www.usnews.com/best-colleges/emory-and-henry-college-3709
154,Centenary College,155,"Centenary College is a private institution that was founded in 1825. It has a total undergraduate enrollment of 549, its setting is city, and the campus size is 65 acres. It utilizes a semester-based academic calendar. Centenary College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #155. Its tuition and fees are $38,060.","Private, Coed",1825.0,United Methodist,Semester,City,133100000.0,https://www.centenary.edu/,https://www.usnews.com/best-colleges/centenary-college-2003
155,Gordon College,155,"Gordon College is a private institution that was founded in 1889. It has a total undergraduate enrollment of 1,507, its setting is suburban, and the campus size is 485 acres. It utilizes a semester-based academic calendar. Gordon College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #155. Its tuition and fees are $39,230.","Private, Coed",1889.0,Other,Semester,Suburban,73900000.0,http://www.gordon.edu,https://www.usnews.com/best-colleges/gordon-college-2153
156,Guilford College,155,"Guilford College is a private institution that was founded in 1837. It has a total undergraduate enrollment of 1,525, its setting is suburban, and the campus size is 340 acres. It utilizes a semester-based academic calendar. Guilford College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #155. Its tuition and fees are $40,120.","Private, Coed",1837.0,Friends,Semester,Suburban,,http://www.guilford.edu,https://www.usnews.com/best-colleges/guilford-college-2931
157,Marlboro College,155,"Marlboro College is a private institution that was founded in 1946. It has a Rural setting, and the campus size is 366 acres. It utilizes a semester-based academic calendar. Marlboro College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #155. Its tuition and fees are $27,485.","Private, Coed",1946.0,None,Semester,Rural,,http://www.marlboro.edu,https://www.usnews.com/best-colleges/marlboro-college-3690
158,Morehouse College,155,"Morehouse College is a private institution that was founded in 1867. It has a total undergraduate enrollment of 2,238, its setting is urban, and the campus size is 66 acres. It utilizes a semester-based academic calendar. Morehouse College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #155. Its tuition and fees are $28,847.","Private, Men's college",1867.0,None,Semester,Urban,,http://www.morehouse.edu,https://www.usnews.com/best-colleges/morehouse-college-1582
159,Purchase College--SUNY,155,"Purchase College—SUNY is a public institution that was founded in 1967. It has a total undergraduate enrollment of 4,081, and the setting is Suburban. It utilizes a semester-based academic calendar. Purchase College—SUNY's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #155. Its in-state tuition and fees are $9,163; out-of-state tuition and fees are $19,073.","Public, Coed",1967.0,None,Semester,Suburban,77900000.0,http://www.purchase.edu,https://www.usnews.com/best-colleges/suny-purchase-6791
160,Westminster College (MO),155,"Westminster College (MO) is a private institution that was founded in 1851. It has a Rural setting, and the campus size is 86 acres. It utilizes a semester-based academic calendar. Westminster College (MO)'s ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #155. Its tuition and fees are $26,490.","Private, Coed",1851.0,Presbyterian,Semester,Rural,,https://www.wcmo.edu/,https://www.usnews.com/best-colleges/westminster-college-missouri-2523
161,Bryn Athyn College of the New Church,162,"Bryn Athyn College of the New Church is a private institution that was founded in 1877. It has a Suburban setting, and the campus size is 130 acres. It utilizes a trimester-based academic calendar. Bryn Athyn College of the New Church's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #162. Its tuition and fees are $25,449.","Private, Coed",1877.0,Other,Trimester,Suburban,,http://www.brynathyn.edu,https://www.usnews.com/best-colleges/bryn-athyn-3228
162,Sweet Briar College,162,"Sweet Briar College is a private institution that was founded in 1901. It has a total undergraduate enrollment of 351, its setting is suburban, and the campus size is 3,250 acres. It utilizes a semester-based academic calendar. Sweet Briar College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #162. Its tuition and fees are $22,700.","Private, Women's college",1901.0,None,Semester,Suburban,70500000.0,http://www.sbc.edu,https://www.usnews.com/best-colleges/sweet-briar-college-3742
163,Warren Wilson College,162,"Warren Wilson College is a private institution that was founded in 1894. It has a total undergraduate enrollment of 706, its setting is suburban, and the campus size is 1,135 acres. It utilizes a semester-based academic calendar. Warren Wilson College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #162. Its tuition and fees are $38,350.","Private, Coed",1894.0,None,Semester,Suburban,51700000.0,https://www.warren-wilson.edu/,https://www.usnews.com/best-colleges/warren-wilson-2979
164,Wartburg College,162,"Wartburg College is a private institution that was founded in 1852. It has a total undergraduate enrollment of 1,501, its setting is rural, and the campus size is 170 acres. It utilizes a 4-4-1-based academic calendar. Wartburg College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #162. Its tuition and fees are $45,680.","Private, Coed",1852.0,Evangelical Lutheran Church,4-4-1,Rural,76500000.0,https://www.wartburg.edu/,https://www.usnews.com/best-colleges/wartburg-college-1896
165,Doane University,166,"Doane University is a private institution that was founded in 1872. It has a total undergraduate enrollment of 1,357, its setting is rural, and the campus size is 300 acres. It utilizes a semester-based academic calendar. Doane University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #166. Its tuition and fees are $37,000.","Private, Coed",1872.0,None,Semester,Rural,114600000.0,http://www.doane.edu,https://www.usnews.com/best-colleges/doane-university-2544
166,Lyon College,166,"Lyon College is a private institution that was founded in 1872. It has a total undergraduate enrollment of 662, its setting is city, and the campus size is 136 acres. It utilizes a semester-based academic calendar. Lyon College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #166. Its tuition and fees are $29,415.","Private, Coed",1872.0,Presbyterian Church (USA),Semester,City,,http://www.lyon.edu,https://www.usnews.com/best-colleges/lyon-college-1088
167,Oglethorpe University,166,"Oglethorpe University is a private institution that was founded in 1835. It has a total undergraduate enrollment of 1,385, its setting is suburban, and the campus size is 100 acres. It utilizes a semester-based academic calendar. Oglethorpe University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #166. Its tuition and fees are $41,160.","Private, Coed",1835.0,None,Semester,Suburban,33600000.0,https://oglethorpe.edu,https://www.usnews.com/best-colleges/oglethorpe-university-1586
168,University of Puerto Rico--Cayey,166,"University of Puerto Rico—Cayey is a public institution that was founded in 1967. It has a Suburban setting, and the campus size is 145 acres. It utilizes a semester-based academic calendar. University of Puerto Rico—Cayey's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #166. Its in-state tuition and fees are $4,208; out-of-state tuition and fees are $6,192.","Public, Coed",1967.0,None,Semester,Suburban,,https://cayey.upr.edu/oficina-de-admisiones/,https://www.usnews.com/best-colleges/university-of-puerto-rico-cayey-7206
169,University of Virginia--Wise,166,"University of Virginia—Wise is a public institution that was founded in 1954. It has a total undergraduate enrollment of 2,002, its setting is rural, and the campus size is 396 acres. It utilizes a semester-based academic calendar. University of Virginia—Wise's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #166. Its in-state tuition and fees are $10,842; out-of-state tuition and fees are $29,346.","Public, Coed",1954.0,None,Semester,Rural,104300000.0,http://www.uvawise.edu,https://www.usnews.com/best-colleges/uva-wise-3747
170,Albright College,171,"Albright College is a private institution that was founded in 1856. It has a Suburban setting, and the campus size is 118 acres. It utilizes a 4-1-4-based academic calendar. Albright College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $25,642.","Private, Coed",1856.0,United Methodist,4-1-4,Suburban,,https://www.albright.edu/,https://www.usnews.com/best-colleges/albright-college-3229
171,Allen University,171,"Allen University is a private institution that was founded in 1870.  It utilizes a semester-based academic calendar. Allen University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $13,340.","Private, Coed",1870.0,None,Semester,City,,http://www.allenuniversity.edu,https://www.usnews.com/best-colleges/allen-university-3417
172,Aquinas College,171,"Aquinas College is a private institution that was founded in 1886. It has a total undergraduate enrollment of 1,456, its setting is city, and the campus size is 117 acres. It utilizes a semester-based academic calendar. Aquinas College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $35,086.","Private, Coed",1886.0,Roman Catholic,Semester,City,43000000.0,http://www.aquinas.edu,https://www.usnews.com/best-colleges/aquinas-college-2239
173,Ave Maria University,171,"Ave Maria University is a private institution that was founded in 2003. It has a total undergraduate enrollment of 1,129, its setting is suburban, and the campus size is 113 acres. It utilizes a semester-based academic calendar. Ave Maria University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $23,188.","Private, Coed",2003.0,Roman Catholic,Semester,Suburban,4700000.0,http://www.avemaria.edu,https://www.usnews.com/best-colleges/ave-maria-university-39413
174,Bennett College,171,"Bennett College is a private institution that was founded in 1873. It has a Urban setting, and the campus size is 60 acres. It utilizes a semester-based academic calendar. Bennett College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $18,513.","Private, Women's college",1873.0,United Methodist,Semester,Urban,,http://www.bennett.edu,https://www.usnews.com/best-colleges/bennett-college-2911
175,Bethany College (WV),171,"Bethany College (WV) is a private institution that was founded in 1840. It has a total undergraduate enrollment of 516, and the setting is Rural. It utilizes a semester-based academic calendar. Bethany College (WV)'s ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $30,700.","Private, Coed",1840.0, Christian Church (Disciples of Christ),Semester,Rural,44400000.0,http://www.bethanywv.edu,https://www.usnews.com/best-colleges/bethany-college-west-virginia-3808
176,Bethany Lutheran College,171,"Bethany Lutheran College is a private institution that was founded in 1927. It has a total undergraduate enrollment of 743, its setting is city, and the campus size is 50 acres. It utilizes a semester-based academic calendar. Bethany Lutheran College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $28,380.","Private, Coed",1927.0,Other,Semester,City,44100000.0,http://www.blc.edu,https://www.usnews.com/best-colleges/bethany-lutheran-2337
177,Bethune-Cookman University,171,"Bethune-Cookman University is a private institution that was founded in 1904. It has a total undergraduate enrollment of 2,779, its setting is urban, and the campus size is 82 acres. It utilizes a semester-based academic calendar. Bethune-Cookman University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $14,814.","Private, Coed",1904.0,United Methodist,Semester,Urban,28900000.0,http://www.bethune.cookman.edu,https://www.usnews.com/best-colleges/bethunecookman-university-1467
178,Blackburn College,171,"Blackburn College is a private institution that was founded in 1837. It has a total undergraduate enrollment of 486, its setting is rural, and the campus size is 80 acres. It utilizes a semester-based academic calendar. Blackburn College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $24,950.","Private, Coed",1837.0,Presbyterian Church (USA),Semester,Rural,26600000.0,http://www.blackburn.edu,https://www.usnews.com/best-colleges/blackburn-college-1639
179,Bloomfield College,171,"Bloomfield College is a private institution that was founded in 1868. It has a Suburban setting, and the campus size is 12 acres. It utilizes a semester-based academic calendar. Bloomfield College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $30,310.","Private, Coed",1868.0,Presbyterian Church (USA),Semester,Suburban,,http://www.bloomfield.edu,https://www.usnews.com/best-colleges/bloomfield-college-2597
180,Brewton-Parker College,171,"Brewton-Parker College is a private institution that was founded in 1904. It has a total undergraduate enrollment of 888, its setting is rural, and the campus size is 270 acres. It utilizes a semester-based academic calendar. Brewton-Parker College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $18,900.","Private, Coed",1904.0, Baptist,Semester,Rural,7900000.0,http://www.bpc.edu,https://www.usnews.com/best-colleges/brewtonparker-college-1557
181,Bridgewater College,171,"Bridgewater College is a private institution that was founded in 1880. It has a total undergraduate enrollment of 1,713, its setting is rural, and the campus size is 300 acres. It utilizes a semester-based academic calendar. Bridgewater College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $37,720.","Private, Coed",1880.0,Church of Brethren,Semester,Rural,105500000.0,http://www.bridgewater.edu,https://www.usnews.com/best-colleges/bridgewater-college-3704
182,Cheyney University of Pennsylvania,171,"Cheyney University of Pennsylvania is a public institution that was founded in 1837.  It utilizes a semester-based academic calendar. Cheyney University of Pennsylvania's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its in-state tuition and fees are $10,904; out-of-state tuition and fees are $16,170.","Public, Coed",1837.0,None,Semester,Suburban,,http://www.cheyney.edu,https://www.usnews.com/best-colleges/cheyney-university-3317
183,Chowan University,171,"Chowan University is a private institution that was founded in 1848. It has a total undergraduate enrollment of 1,259, its setting is rural, and the campus size is 300 acres. It utilizes a semester-based academic calendar. Chowan University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $25,880.","Private, Coed",1848.0, Baptist,Semester,Rural,2600000.0,https://chowan.edu/,https://www.usnews.com/best-colleges/chowan-university-2916
184,Dillard University,171,"Dillard University is a private institution that was founded in 1869. It has a Urban setting, and the campus size is 55 acres. It utilizes a semester-based academic calendar. Dillard University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $19,281.","Private, Coed",1869.0,United Methodist,Semester,Urban,,http://www.dillard.edu,https://www.usnews.com/best-colleges/dillard-university-2004
185,East-West University,171,"East-West University is a private institution that was founded in 1980.  It utilizes a quarter-based academic calendar. East-West University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $22,650.","Private, Coed",1980.0,None,Quarter,,,http://www.eastwest.edu,https://www.usnews.com/best-colleges/east-west-chicago-university-21686
186,Emmanuel College (MA),171,"Emmanuel College (MA) is a private institution that was founded in 1919. It has a total undergraduate enrollment of 2,112, its setting is urban, and the campus size is 17 acres. It utilizes a semester-based academic calendar. Emmanuel College (MA)'s ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $42,516.","Private, Coed",1919.0,Roman Catholic,Semester,Urban,151700000.0,http://www.emmanuel.edu,https://www.usnews.com/best-colleges/emmanuel-college--massachusetts-2147
187,Fisk University,171,"Fisk University is a private institution that was founded in 1866. It has a total undergraduate enrollment of 840, its setting is urban, and the campus size is 47 acres. It utilizes a semester-based academic calendar. Fisk University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $22,132.","Private, Coed",1866.0,None,Semester,Urban,,http://www.fisk.edu,https://www.usnews.com/best-colleges/fisk-3490
188,Fort Lewis College,171,"Fort Lewis College is a public institution that was founded in 1911. It has a total undergraduate enrollment of 3,229, its setting is rural, and the campus size is 362 acres. It utilizes a semester-based academic calendar. Fort Lewis College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its in-state tuition and fees are $8,872; out-of-state tuition and fees are $19,528.","Public, Coed",1911.0,None,Semester,Rural,10300000.0,http://www.fortlewis.edu,https://www.usnews.com/best-colleges/fort-lewis-college-1353
189,Georgetown College,171,"Georgetown College is a private institution that was founded in 1829. It has a total undergraduate enrollment of 983, its setting is suburban, and the campus size is 104 acres. It utilizes a semester-based academic calendar. Georgetown College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $40,800.","Private, Coed",1829.0, Baptist,Semester,Suburban,40800000.0,http://www.georgetowncollege.edu,https://www.usnews.com/best-colleges/georgetown-college-1964
190,Hampshire College,171,"Hampshire College is a private institution that was founded in 1965.   Hampshire College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $52,068.",Private,1965.0,None,,,,//www.hampshire.edu,https://www.usnews.com/best-colleges/hampshire-college-4661
191,Johnson C. Smith University,171,"Johnson C. Smith University is a private institution that was founded in 1867. It has a total undergraduate enrollment of 1,435, its setting is urban, and the campus size is 105 acres. It utilizes a semester-based academic calendar. Johnson C. Smith University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $18,784.","Private, Coed",1867.0,None,Semester,Urban,,http://www.jcsu.edu,https://www.usnews.com/best-colleges/johnson-c-smith-2936
192,Judson College,171,"Judson College is a private institution that was founded in 1838. It has a total undergraduate enrollment of 250, its setting is rural, and the campus size is 118 acres. It utilizes a semester-based academic calendar. Judson College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #171-#221. Its tuition and fees are $18,540.","Private, Women's college",1838.0,Southern Baptist,Semester,Rural,,http://www.judson.edu/,https://www.usnews.com/best-colleges/judson-college-1023
